,Unnamed: 0,data_id,event_date,year,time_precision,event_type,actor1,actor1_type,actor2,actor2_type,interaction_type,region1,region2,region3,location,latitude,longitude,geo_precision,fatalities,Month,Day,Year-Month
2766,2766,1458533,2015/12/23,2015,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Guat,Guat,8.3961,30.1451,1,5,12,23,2015-12
2767,2767,1458534,2015/12/23,2015,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Gandor,Gandor,8.3513,30.1444,1,8,12,23,2015-12
2769,2769,1458698,2015/12/20,2015,1,Remote violence,Military Forces of Sudan (1989-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Upper Nile,Maban,,Khor Tombak,9.9917,33.6198,1,0,12,20,2015-12
2770,2770,1458734,2015/12/19,2015,1,Remote violence,Military Forces of Sudan (1989-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Upper Nile,Maban,,Khor Tombak,9.9917,33.6198,1,0,12,19,2015-12
2771,2771,1458735,2015/12/19,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,2,1,12,19,2015-12
2772,2772,1458790,2015/12/18,2015,1,Remote violence,Military Forces of Sudan (1989-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Upper Nile,Maban,,Khor Tombak,9.9917,33.6198,1,1,12,18,2015-12
2773,2773,1458912,2015/12/15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,2,10,12,15,2015-12
2774,2774,1458949,2015/12/15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Bahr el Ghazal,Wau,Udici,Ngurumba,7.6987,27.8006,1,10,12,15,2015-12
2775,2775,1458950,2015/12/15,2015,3,Remote violence,Military Forces of Sudan (1989-),Outside/external force (e.g. UN),Civilians (South Sudan),Civilians,78,Upper Nile,Maban,,Khor Tombak,9.9917,33.6198,1,1,12,15,2015-12
2776,2776,1458951,2015/12/15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Bahr el Ghazal,Wau,Udici,Khorr Ghana,7.7883,27.1531,1,10,12,15,2015-12
2777,2777,1458952,2015/12/15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Gandor,Gandor,8.3513,30.1444,1,0,12,15,2015-12
2778,2778,1458913,2015/12/15,2015,3,Violence against civilians,Murle Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Upper Nile,Ulang,Luakpiny,Bukteng,8.3719,33.1637,1,19,12,15,2015-12
2779,2779,1458914,2015/12/15,2015,3,Violence against civilians,Murle Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Duk,Duk Padiet,Duk Fadiat,7.7508,31.4087,2,2,12,15,2015-12
2780,2780,563976,2015/12/14,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,12,14,2015-12
2781,2781,1459033,2015/12/13,2015,1,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,12,13,2015-12
2787,2787,1459242,2015/12/9,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Eastern Equatoria,Magwi,Pageri,Nimule,3.6019,32.0831,2,10,12,9,2015-12
2797,2797,563960,2015/12/7,2015,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,1,1,12,7,2015-12
2804,2804,1459424,2015/12/5,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Koch,Leer,8.2936,30.1326,2,1,12,5,2015-12
2810,2810,563946,2015/12/3,2015,1,Violence against civilians,Unidentified Communal Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Pochalla,Pochalla,Pochalla,7.1783,34.0967,2,1,12,3,2015-12
2812,2812,1459565,2015/12/2,2015,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Western Bahr el Ghazal,Jur River,Udici,Bussera,7.5818,28.0346,1,0,12,2,2015-12
2813,2813,563942,2015/12/1,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Rumbek East,Alamtoch West,Adull,6.62,29.95,2,1,12,1,2015-12
2817,2817,563939,2015/11/29,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,11,29,2015-11
2823,2823,1459850,2015/11/27,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Thonyor,Thonyor,8.22,30.22,2,12,11,27,2015-11
2824,2824,1459874,2015/11/26,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Duk,Duk Padiet,Duk Fadiat,7.7508,31.4087,1,2,11,26,2015-11
2825,2825,1459925,2015/11/25,2015,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Koch,Leer,8.2936,30.1326,2,1,11,25,2015-11
2826,2826,1459977,2015/11/25,2015,1,Violence against civilians,Police Forces of South Sudan (2011-) National Security Service,Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,11,25,2015-11
2829,2829,1460136,2015/11/22,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,1,1,11,22,2015-11
2830,2830,1460137,2015/11/22,2015,1,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,0,11,22,2015-11
2833,2833,1460139,2015/11/22,2015,1,Violence against civilians,Lou Nuer Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Akobo,Akobo,Akobo,7.779,33.0023,1,25,11,22,2015-11
2835,2835,1460182,2015/11/21,2015,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Western Bahr el Ghazal,Wau,Udici,Bisellia,7.7709,27.7019,1,1,11,21,2015-11
2836,2836,563921,2015/11/21,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Pochalla,Pochalla,Pochalla,7.1783,34.0967,1,0,11,21,2015-11
2838,2838,1460276,2015/11/19,2015,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (South Sudan),Civilians,27,Eastern Equatoria,Magwi,Magwi,Opari,3.9251,32.0554,1,5,11,19,2015-11
2846,2846,1460412,2015/11/16,2015,1,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,0,11,16,2015-11
2850,2850,1460480,2015/11/15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Guat,Guat,8.3961,30.1451,1,1,11,15,2015-11
2851,2851,1460481,2015/11/15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Equatoria,Yambio,Yambio,Yambio,4.5710000000000015,28.4104,1,3,11,15,2015-11
2852,2852,1460482,2015/11/15,2015,3,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,3,11,15,2015-11
2853,2853,1460483,2015/11/15,2015,1,Violence against civilians,Police Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,0,11,15,2015-11
2854,2854,1460484,2015/11/15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Mayendit,Thonyor,Mayendit,8.131,30.0148,2,1,11,15,2015-11
2855,2855,1460440,2015/11/15,2015,3,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Morobo,Morobo,Morobo,3.69,30.78,1,1,11,15,2015-11
2858,2858,1460441,2015/11/15,2015,3,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,1,11,15,2015-11
2860,2860,1460488,2015/11/15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Gandor,Gandor,8.3513,30.1444,1,11,11,15,2015-11
2861,2861,1460489,2015/11/15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Haat,Adok,8.19,30.32,1,18,11,15,2015-11
2862,2862,563893,2015/11/13,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Lologo,4.7174,31.5811,1,1,11,13,2015-11
2863,2863,563894,2015/11/13,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Twic East,Paliau,Pakayr,6.84,31.32,1,22,11,13,2015-11
2867,2867,1460700,2015/11/10,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Eastern Equatoria,Ikotos,Ikotos,Ikotos,4.0765,33.1185,2,1,11,10,2015-11
2871,2871,1460817,2015/11/7,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Bahr el Ghazal,Wau,Wau West,Faraj Allah,7.5346,27.7722,1,2,11,7,2015-11
2874,2874,1460957,2015/11/4,2015,1,Violence against civilians,Lou Nuer Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Twic East,Kongor,Panyagor,7.1633,31.4059,2,2,11,4,2015-11
2875,2875,1460998,2015/11/3,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Equatoria,Tambura,Tambura,Yubo,5.3932,27.2542,1,0,11,3,2015-11
2880,2880,563875,2015/11/2,2015,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Jonglei,Bor South,Makuac,Bor,6.2144,31.562,2,3,11,2,2015-11
2884,2884,1461115,2015/10/31,2015,1,Violence against civilians,TFNF: Tiger Faction New Forces,Rebel force,Civilians (South Sudan),Civilians,27,Upper Nile,Manyo,,Wadakona,11.6173,32.7305,1,0,10,31,2015-10
2886,2886,563867,2015/10/29,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Northern Bahr el Ghazal,Aweil East,Akon,Ameth,9.1212,27.8955,1,4,10,29,2015-10
2889,2889,563868,2015/10/29,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Lakes,Rumbek Centre,Kuei,Malou,6.76,29.6551,1,3,10,29,2015-10
2890,2890,563866,2015/10/27,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Warrap,Tonj South,Tonj,Tonj,7.2733,28.6839,2,2,10,27,2015-10
2892,2892,563864,2015/10/27,2015,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Northern Bahr el Ghazal,Aweil West,Mariam,Aweil,8.7863,27.4015,2,1,10,27,2015-10
2893,2893,1461369,2015/10/26,2015,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,Rebel force,Civilians (International),Civilians,27,Upper Nile,Melut,Renk,Kaka,10.5988,32.1888,1,0,10,26,2015-10
2894,2894,1461370,2015/10/26,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Kajo-Keji,Kangepo l,Kajo-Keji,3.8848,31.6667,1,5,10,26,2015-10
2896,2896,1461433,2015/10/25,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Thonyor,Thonyor,8.22,30.22,2,4,10,25,2015-10
2897,2897,1461434,2015/10/25,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Kajo-Keji,Kangepo l,Kajo-Keji,3.8848,31.6667,1,1,10,25,2015-10
2898,2898,563858,2015/10/25,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Bahr el Ghazal,Wau,Bazia,Bazia,7.13,27.89,2,0,10,25,2015-10
2899,2899,1461461,2015/10/24,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Koch,Leer,8.2936,30.1326,1,62,10,24,2015-10
2901,2901,1126320,2015/10/22,2015,1,Violence against civilians,Murle Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Jonglei,Bor South,Maar,Jalle,6.7489,31.4154,1,12,10,22,2015-10
2902,2902,1461562,2015/10/22,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Koch,Padeah,8.408999999999999,30.186,2,0,10,22,2015-10
2903,2903,563855,2015/10/22,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Wonduruba,4.5182,31.0327,1,1,10,22,2015-10
2904,2904,1461563,2015/10/22,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Pariang,Gumriak,Lual,9.88,30.22,1,0,10,22,2015-10
2905,2905,1461564,2015/10/22,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Jonglei,Fangak,Nyadin,Dornor,8.89,30.71,1,0,10,22,2015-10
2907,2907,1461566,2015/10/22,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Jonglei,Uror,Pieri,Beir,8.0333,31.8167,1,0,10,22,2015-10
2912,2912,1461778,2015/10/16,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Mangalla,5.1999,31.7722,2,1,10,16,2015-10
2913,2913,1461807,2015/10/15,2015,1,Strategic development,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Equatoria,Yambio,Yambio,Yambio,4.5710000000000015,28.4104,3,0,10,15,2015-10
2914,2914,1461808,2015/10/15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,0,10,15,2015-10
2916,2916,1461810,2015/10/15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Thonyor,Thonyor,8.22,30.22,2,1,10,15,2015-10
2917,2917,1461811,2015/10/15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Thonyor,Pilling,8.26,30.2,1,2,10,15,2015-10
2919,2919,1461813,2015/10/15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Koch,Guit,Koch,8.6048,29.9905,1,1,10,15,2015-10
2920,2920,1461814,2015/10/15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Koch,Leer,8.2936,30.1326,1,51,10,15,2015-10
2922,2922,1461816,2015/10/15,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Guit,Rubkoana,Gwit,9.12,29.91,1,5,10,15,2015-10
2927,2927,1461978,2015/10/12,2015,2,Violence against civilians,Unidentified Armed Group (South Sudan),Political militia,Civilians (South Sudan),Civilians,37,Western Equatoria,Mundri West,Mundri,Mundri,5.35,30.3167,1,0,10,12,2015-10
2929,2929,1461994,2015/10/11,2015,1,Violence against civilians,Rup Clan Dinka Ethnic Militia (South Sudan),Ethnic militia,Civilians (South Sudan),Civilians,47,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,2,1,10,11,2015-10
2932,2932,1462024,2015/10/11,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Upper Nile,Maban,Maban,Maban,9.96,33.73,2,10,10,11,2015-10
2933,2933,1462025,2015/10/11,2015,1,Violence against civilians,Military Forces of South Sudan (2011-) Military Intelligence Service,Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,0,10,11,2015-10
2938,2938,1462116,2015/10/8,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,6,10,8,2015-10
2944,2944,1462254,2015/10/5,2015,2,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Thonyor,Thonyor,8.22,30.22,1,11,10,5,2015-10
2958,2958,1462486,2015/9/29,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Government or mutinous force,Civilians (South Sudan),Civilians,17,Unity,Leer,Koch,Leer,8.2936,30.1326,2,0,9,29,2015-9
