,data_id,year,time_precision,event_type,actor1,assoc_actor_1,actor1_type,actor2,assoc_actor_2,actor2_type,interaction_type,region1,region2,region3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,Month,Day,Coordinates
3021,1463636,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,3,HRW,Other,"Military attack villages in Upper Nile on Sept 2, 2015. Bodies of 6 women and 2 boys found hanging from a tree.",8,9,2,"(31.6521, 9.5409)"
3035,563722,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),IDPs/Refugees (South Sudan),Civilians,37,Jonglei,Twic East,Kongor,Panyagor,7.1633,31.4059,1,Radio Tamazuj,Subnational,3 dead in attack on IDP camp in Panyagor.,3,8,31,"(31.4059, 7.1633)"
3050,1128461,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Cueibet,Citcok,Manyang,7.07,29.16,2,Sudan Tribune; Radio Tamazuj,Subnational-regional,Youth activist killed in Tinguot village near Manyang.,1,8,29,"(29.16, 7.07)"
3058,1463984,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Unity,Leer,Thonyor,Thonyor,8.22,30.22,2,Amnesty,Other,SPLA forces kill a civilian in Toch Reah near Thonyor. The soldiers return the next day and kill 8 more civilians.,8,8,26,"(30.22, 8.22)"
3060,1463986,2015,2,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Unity,Leer,Koch,Leer,8.2936,30.1326,2,Amnesty International,Other,Witnesses report a captive girl being shot in the head for resisting sexual assault by SPLA soldiers and another girl being fatally shot for trying to escape captivity.,2,8,26,"(30.1326, 8.2936)"
3062,1463949,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Warrap,Gogrial West,Gogrial,Agok,9.3552,32.7203,2,Radio Tamazuj,Subnational,"Girl shot and injured during cattle raid in Manh Awan, 12kms southeast of Agok.",0,8,26,"(32.7203, 9.3552)"
3063,1464014,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),Dinka Ethnic Group (South Sudan),Government or mutinous force,Civilians (South Sudan),,Civilians,17,Western Equatoria,Nzara,Nzara,Nzara,4.6469,28.2557,1,Sudan Tribune,Regional,Soldiers of Dinka ethnicity allegedly killed dozens of civilians and burned villages in Nzana after vigilante militia burned a soldiers home.,12,8,25,"(28.2557, 4.6469)"
3064,1464015,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Unity,Leer,Thonyor,Thonyor,8.22,30.22,2,Amnesty,Other,SPLA forces kill a civilian in Toch Reah near Thonyor. The soldiers return the next day and kill 8 more civilians.,1,8,25,"(30.22, 8.22)"
3067,1464018,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (Ethiopia),UNMISS: United Nations Mission in the Republic of South Sudan (2011-),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Radio Tamazuj,Subnational,1 Ethiopian trader shot and killed and others injured near Juba UN Protection for Civilians Site 3.,1,8,25,"(31.6178, 4.8609)"
3068,1128596,2015,1,Violence against civilians,Vigilante Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Western Equatoria,Yambio,Nabiapai,Gangura,4.42,28.4382,2,Sudan Tribune; Radio Tamazuj,Subnational-regional,"Vigilante militia, angered when soldiers killed a detainee in Nzara, set fire to a house belonging to people who allegedly provided information to the authorities near Gangura. 7 people killed.",7,8,25,"(28.4382, 4.42)"
3069,1587757,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Central Equatoria,Juba,Juba,Gudele,4.8677,31.5467,1,Radio Tamazuj,Subnational,Gunmen shot and killed 1 and injured two in Gudele area of Juba.,1,8,25,"(31.5467, 4.8677)"
3070,1464078,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Western Equatoria,Nzara,Nzara,Nzara,4.6469,28.2557,2,Sudan Tribune,Regional,"Soliders arrest a youth from Brissi in Nzara County, beat and tortured him, when he tried to run away, he was shot dead.",1,8,24,"(28.2557, 4.6469)"
3072,563685,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Radio Tamazuj,Subnational,Gunmen killed 3 in Juba.,3,8,24,"(31.6178, 4.8609)"
3073,1464080,2015,2,Violence against civilians,Police Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Eastern Equatoria,Budi,Komiri,Chukudum,4.2423,33.4505,1,Radio Tamazuj,Subnational,"Police arrest two men, one later released, one found dead.",1,8,24,"(33.4505, 4.2423)"
3074,1464081,2015,2,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Unity,Leer,Haat,Adok,8.19,30.32,1,Amnesty,Other,"During an attack in late August, an SPLA barge also came up the river and shelled Adok town, while government soldiers simultaneously entered the village on foot and attacked. At least 1 civilian kiled.",1,8,24,"(30.32, 8.19)"
3077,563680,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Rumbek East,Balei,Ayen,6.59,29.68,1,Sudan Tribune,Regional,Unknown group killed 4 and injured 5 in Ayen cattle camp.,4,8,23,"(29.68, 6.59)"
3080,563677,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Western Equatoria,Yambio,Yambio,Yambio,4.571000000000001,28.4104,1,Radio Tamazuj,Subnational,Speaker of Western Equatoria state legislative assembly James Bage Elisa shot dead in Yambio by unidentified group that fired at his car along Uze River Bridge.,1,8,21,"(28.4104, 4.571000000000001)"
3081,1464248,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),MSF: Doctors Without Borders,Civilians,17,Unity,Leer,Koch,Leer,8.2936,30.1326,2,Radio Tamazuj; Medecins San Frontieres,Other-subnational,"SPLA/M-IO claim military targeted and killed 10 civilians, including one MSF worker, in Payak and Leer.",10,8,20,"(30.1326, 8.2936)"
3087,563670,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Journalists (South Sudan),Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Agence France Presse,International,"Gunmen shoot dead a journalist in Juba, less than a week after Salva Kiir threatened to kill any journalists working against the government.",1,8,19,"(31.6178, 4.8609)"
3094,563663,2015,1,Violence against civilians,Vigilante Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Eastern Equatoria,Torit,Bur (Loronyo),Torit,4.4182,32.5767,1,Radio Tamazuj,Subnational,Youths killed an accused rainmaker in Torit because he was thought to have caused a drought in the area.,1,8,12,"(32.5767, 4.4182)"
3095,1464648,2015,1,Violence against civilians,SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition,,Rebel force,Civilians (South Sudan),,Civilians,27,Western Bahr el Ghazal,Wau,Bazia,Gumbolo,6.9333,27.95,2,Radio Tamazuj,Subnational,Suspected SPLA/M-IO ambush commercial vehicle near Gumbolo and kill 2.,2,8,11,"(27.95, 6.9333)"
3096,1464700,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Jonglei,Duk,Duk Payuel,P Ktap,7.46,31.42,1,Radio Tamazuj,Subnational,"Unknown gunmen shoot dead a sub-chief in Pktap, Duk County.",1,8,10,"(31.42, 7.46)"
3117,1465144,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),Moru Ethnic Group (South Sudan); Zande Ethnic Group (South Sudan),Civilians,17,Western Equatoria,Yambio,Yambio,Yambio,4.571000000000001,28.4104,1,Radio Tamazuj; Sudan Tribune,Subnational-regional,"Soldier shot two people dead - one Moru, one Zande - in Yambio. Shooting suspected to be in retaliation for youth killing soldiers a few days before in Birisi.",2,7,29,"(28.4104, 4.571000000000001)"
3120,563638,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,1,Radio Tamazuj,Subnational,Armed men raped and looted at Hai 107 area of Hai Referendum in Juba.,0,7,28,"(31.6178, 4.8609)"
3123,1465173,2015,1,Violence against civilians,Police Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Northern Bahr el Ghazal,Aweil West,Mariam,Aweil,8.7863,27.4015,1,Sudan Tribune,Regional,Policeman shot and killed 5 civilians due to anger at being transferred within different departments.,5,7,28,"(27.4015, 8.7863)"
3127,1465219,2015,1,Violence against civilians,Murle Ethnic Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Jonglei,Bor South,Makuac,Bor,6.2144,31.561999999999998,2,Sudan Tribune,Regional,"Suspected Murle tribesmen abducted 3 children in Payeuny village, Bor county.",0,7,26,"(31.561999999999998, 6.2144)"
3128,1465244,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Upper Nile,Malakal,Obwa,Malakal,9.5409,31.6521,1,Radio Tamazuj,Subnational,"2 fishermen killed, one injured by a soldier in Malakal.",2,7,26,"(31.6521, 9.5409)"
3129,1465220,2015,1,Violence against civilians,Dinka Aguok Ethnic Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Warrap,Twic,Wunrok,Wunrok,8.9978,28.3583,1,Sudan Tribune,Regional,Aguok youth militia killed one person in Wunrel (Wunrok).,1,7,26,"(28.3583, 8.9978)"
3133,563624,2015,2,Violence against civilians,Vigilante Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,Radio Tamazuj,Subnational,Vigilante militia shot at two thieves in Wau. 1 killed.,1,7,20,"(28.0071, 7.7177)"
3135,563622,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (Sudan),,Civilians,37,Lakes,Rumbek Centre,Kuei,Rumbek,6.8187,29.6995,1,Sudan Tribune,Regional,3 Sudanese traders injured by gunmen in Rumbek market.,0,7,18,"(29.6995, 6.8187)"
3136,1465518,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Central Equatoria,Kajo-Keji,Kangepo l,Kajo-Keji,3.8848,31.6667,2,Radio Tamazuj; Sudan Tribune,Subnational-regional,"Gunmen attack a vehicle in Koromla in Kajo-Keji county, killing 5 and injuring 8.",5,7,18,"(31.6667, 3.8848)"
3137,563621,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),Shilluk Ethnic Group (South Sudan),Civilians,37,Upper Nile,Fashoda,Oriny,Nyigir,9.8278,31.9844,1,Radio Tamazuj,Subnational,9 members of Shilluk tribe killed in road ambush in Nyigar.,9,7,18,"(31.9844, 9.8278)"
3138,1465519,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,2,Radio Tamazuj,Subnational,"3 killed in ambush along Juba-Yei road, 30km from Juba.",3,7,18,"(31.6178, 4.8609)"
3139,563618,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (Democratic Republic of Congo),,Civilians,37,Central Equatoria,Yei,Yei,Yei,4.0899,30.6716,2,The Resolve Crisis Initiative,Local,"1 truck traveling in a convoy of 3 trucks was ambushed by unidentified armed forces at the Lando market, at the border between DRC and South Sudan. The truck was entirely looted and the assailants killed a Congolese man who was traveling in it.",1,7,16,"(30.6716, 4.0899)"
3141,1465618,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),Christian Group (South Sudan),Civilians,17,Jonglei,Duk,Duk Padiet,Pajut,7.746,31.6892,1,Radio Tamazuj,Subnational,"In July 2015, a pastor was killed by government soldiers based on his ethnicity at Pajut area in Jonglei.",1,7,15,"(31.6892, 7.746)"
3142,1465619,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Bul Nuer Ethnic Militia (South Sudan); Dinka Ethnic Militia (South Sudan),Government or mutinous force,Civilians (South Sudan),,Civilians,17,Unity,Mayendit,Thonyor,Mayendit,8.131,30.0148,1,Sudane Tribune,Regional,SPLA/M-IO claim that military and Bul Nuer / Dinka allied militia killed over 200 civilians in Mayendit and Leer in July (100 fatalities coded for each location).,100,7,15,"(30.0148, 8.131)"
3143,1465620,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Bul Nuer Ethnic Militia (South Sudan); Dinka Ethnic Militia (South Sudan),Government or mutinous force,Civilians (South Sudan),,Civilians,17,Unity,Leer,Koch,Leer,8.2936,30.1326,1,Sudane Tribune,Regional,SPLA/M-IO claim that military and Bul Nuer / Dinka allied militia killed over 200 civilians in Mayendit and Leer in July (100 fatalities coded for each location).,100,7,15,"(30.1326, 8.2936)"
3144,1465622,2015,3,Violence against civilians,Military Forces of South Sudan (2011-),Dinka Ethnic Group (South Sudan),Government or mutinous force,Civilians (South Sudan),Zande Ethnic Group (South Sudan),Civilians,17,Western Equatoria,Yambio,Yambio,Birisi,4.4281,28.4069,1,Al Jazeera,International,"At least eight people of the Zande group, including three children, were shot dead by Dinka soldiers in Birisi and their bodies subsequently burned.",8,7,15,"(28.4069, 4.4281)"
3147,563610,2015,1,Violence against civilians,Lou Nuer Ethnic Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Jonglei,Duk,Duk Payuel,P Ktap,7.46,31.42,2,Sudan Tribune,Regional,Suspected Lou Nuer tribesmen kill 1 man on the road between Ayueldit and Poktap.,1,7,14,"(31.42, 7.46)"
3152,1465744,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Warrap,Gogrial West,Kuajok,Kuajok,8.285,27.9762,1,Radio Tamazuj,Subnational,"Soldier detonated a hand grenade in Kuajok market, killing 1, injuring 10.",1,7,12,"(27.9762, 8.285)"
3154,563604,2015,1,Violence against civilians,Dinka Ethnic Militia (South Sudan),,Ethnic militia,Civilians (South Sudan),,Civilians,47,Lakes,Yirol West,,Abang,6.5545,30.4999,2,Gurtong; Sudan Tribune,Subnational,Dinka youth from Rumbek raided Papul cattle camp in Yirol West. At least 27 killed.,27,7,12,"(30.4999, 6.5545)"
3155,1465781,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),,Civilians,17,Western Equatoria,Mundri East,Kediba,Lui,5.3329,30.4581,2,Radio Tamazuj,Subnational,Soldiers beat civilians in Mundri East and loot shops. 1 killed.,1,7,11,"(30.4581, 5.3329)"
3156,563602,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Western Equatoria,Mundri East,Kediba,Lui,5.3329,30.4581,2,Radio Tamazuj,Subnational,Gunmen kill 2 in Lozu Payam in Mundri East County.,2,7,11,"(30.4581, 5.3329)"
3157,1465782,2015,1,Violence against civilians,Military Forces of South Sudan (2011-),,Government or mutinous force,Civilians (South Sudan),Mundari Ethnic Group (South Sudan),Civilians,17,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,2,Sudan Tribune,Regional,Military kill 2 Mundari in Jebel Ladu north of Juba.,2,7,11,"(31.6178, 4.8609)"
3159,1465920,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Central Equatoria,Lainya,Lainya,Lainya,4.35,31.08,2,Radio Tamazuj,Subnational,"Unknown gunmen kill at least 3 travelers on the Yei-Juba road, between Lainya and Juba.",3,7,8,"(31.08, 4.35)"
3161,563596,2015,2,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (International),,Civilians,37,Western Bahr el Ghazal,Wau,Udici,Wau,7.7177,28.0071,1,Radio Tamazuj,Subnational,2 foreign traders killed in Wau.,2,7,6,"(28.0071, 7.7177)"
3162,1466012,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Rumbek East,Alamtoch West,Pan-awach,6.6783,29.8427,1,Sudan Tribune,Regional,"Teacher killed in Pan-awach, supposedly in retaliation for the killing of a school headmaster earlier in the day.",1,7,6,"(29.8427, 6.6783)"
3164,1466014,2015,1,Violence against civilians,Unidentified Armed Group (South Sudan),,Political militia,Civilians (South Sudan),,Civilians,37,Lakes,Rumbek East,Balei,Ayen,6.59,29.68,1,Sudan Tribune,Regional,School headmaster killed in Ayen-mayar.,1,7,6,"(29.68, 6.59)"
